date_hour,trip_count
2013-01-23 00,11
2013-01-23 01,3
2013-01-23 02,4
2013-01-23 03,4
2013-01-23 04,4
2013-01-23 05,5
2013-01-23 06,14
2013-01-23 07,26
2013-01-23 08,30
2013-01-23 09,36
2013-01-23 10,26
2013-01-23 11,20
2013-01-23 12,34
2013-01-23 13,33
2013-01-23 14,27
2013-01-23 15,30
2013-01-23 16,31
2013-01-23 17,26
2013-01-23 18,29
2013-01-23 19,35
2013-01-23 20,32
2013-01-23 21,33
2013-01-23 22,33
2013-01-23 23,23
2013-01-24 00,13
2013-01-24 01,9
2013-01-24 02,2
2013-01-24 03,2
2013-01-24 04,4
2013-01-24 05,3
2013-01-24 06,9
2013-01-24 07,28
2013-01-24 08,26
2013-01-24 09,18
2013-01-24 10,24
2013-01-24 11,25
2013-01-24 12,24
2013-01-24 13,26
2013-01-24 14,32
2013-01-24 15,38
2013-01-24 16,19
2013-01-24 17,17
2013-01-24 18,33
2013-01-24 19,38
2013-01-24 20,34
2013-01-24 21,26
2013-01-24 22,27
2013-01-24 23,27
2013-01-25 00,13
2013-01-25 01,11
2013-01-25 02,11
2013-01-25 03,4
2013-01-25 04,8
2013-01-25 05,6
2013-01-25 06,10
2013-01-25 07,24
2013-01-25 08,28
2013-01-25 09,22
2013-01-25 10,19
2013-01-25 11,28
2013-01-25 12,40
2013-01-25 13,22
2013-01-25 14,38
2013-01-25 15,30
2013-01-25 16,15
2013-01-25 17,19
2013-01-25 18,22
2013-01-25 19,28
2013-01-25 20,33
2013-01-25 21,28
2013-01-25 22,31
2013-01-25 23,23
2013-01-26 00,21
2013-01-26 01,21
2013-01-26 02,18
2013-01-26 03,10
2013-01-26 04,10
2013-01-26 05,9
2013-01-26 06,2
2013-01-26 07,13
2013-01-26 08,16
2013-01-26 09,9
2013-01-26 10,17
2013-01-26 11,25
2013-01-26 12,17
2013-01-26 13,26
2013-01-26 14,23
2013-01-26 15,24
2013-01-26 16,17
2013-01-26 17,22
2013-01-26 18,44
2013-01-26 19,23
2013-01-26 20,35
2013-01-26 21,14
2013-01-26 22,36
2013-01-26 23,35
2013-01-27 00,35
2013-01-27 01,27
2013-01-27 02,25
2013-01-27 03,14
2013-01-27 04,15
2013-01-27 05,7
2013-01-27 06,2
2013-01-27 07,5
2013-01-27 08,9
2013-01-27 09,14
2013-01-27 10,23
2013-01-27 11,11
2013-01-27 12,28
2013-01-27 13,23
2013-01-27 14,16
2013-01-27 15,14
2013-01-27 16,23
2013-01-27 17,25
2013-01-27 18,23
2013-01-27 19,20
2013-01-27 20,9
2013-01-27 21,14
2013-01-27 22,17
2013-01-27 23,17
2013-01-28 00,10
2013-01-28 01,4
2013-01-28 03,1
2013-01-28 05,2
2013-01-28 06,14
2013-01-28 07,11
2013-01-28 08,24
2013-01-28 09,25
2013-01-28 10,17
2013-01-28 11,31
2013-01-28 12,25
2013-01-28 13,39
2013-01-28 14,28
2013-01-28 15,27
2013-01-28 16,23
2013-01-28 17,25
2013-01-28 18,37
2013-01-28 19,23
2013-01-28 20,26
2013-01-28 21,20
2013-01-28 22,19
2013-01-28 23,15
2013-01-29 00,7
2013-01-29 01,2
2013-01-29 02,5
2013-01-29 03,1
2013-01-29 04,2
2013-01-29 05,3
2013-01-29 06,9
2013-01-29 07,29
2013-01-29 08,28
2013-01-29 09,41
2013-01-29 10,24
2013-01-29 11,20
2013-01-29 12,20
2013-01-29 13,18
2013-01-29 14,22
2013-01-29 15,23
2013-01-29 16,28
2013-01-29 17,23
2013-01-29 18,39
2013-01-29 19,32
2013-01-29 20,21
2013-01-29 21,25
2013-01-29 22,28
2013-01-29 23,18
2013-01-30 00,15
2013-01-30 01,10
2013-01-30 02,4
2013-01-30 03,1
2013-01-30 04,1
2013-01-30 05,3
2013-01-30 06,16
2013-01-30 07,18
2013-01-30 08,21
2013-01-30 09,34
2013-01-30 10,24
2013-01-30 11,20
2013-01-30 12,26
2013-01-30 13,19
2013-01-30 14,14
2013-01-30 15,26
2013-01-30 16,14
2013-01-30 17,24
2013-01-30 18,29
2013-01-30 19,40
2013-01-30 20,25
2013-01-30 21,24
2013-01-30 22,26
2013-01-30 23,25
2013-01-31 00,14
2013-01-31 01,4
2013-01-31 02,4
2013-01-31 03,3
2013-01-31 04,3
2013-01-31 05,7
2013-01-31 06,12
2013-01-31 07,22
2013-01-31 08,26
2013-01-31 09,28
2013-01-31 10,26
2013-01-31 11,22
2013-01-31 12,22
2013-01-31 13,25
2013-01-31 14,19
2013-01-31 15,24
2013-01-31 16,15
2013-01-31 17,25
2013-01-31 18,32
2013-01-31 19,35
2013-01-31 20,22
2013-01-31 21,33
2013-01-31 22,29
2013-01-31 23,23
2013-02-01 00,19
2013-02-01 01,12
2013-02-01 02,7
2013-02-01 03,6
2013-02-01 04,6
2013-02-01 05,8
2013-02-01 06,9
2013-02-01 07,14
2013-02-01 08,20
2013-02-01 09,34
2013-02-01 10,12
2013-02-01 11,24
2013-02-01 12,25
2013-02-01 13,24
2013-02-01 14,30
2013-02-01 15,27
2013-02-01 16,20
2013-02-01 17,27
2013-02-01 18,25
2013-02-01 19,31
2013-02-01 20,24
2013-02-01 21,40
2013-02-01 22,31
2013-02-01 23,27
2013-02-02 00,29
2013-02-02 01,29
2013-02-02 02,22
2013-02-02 03,14
2013-02-02 04,5
2013-02-02 05,2
2013-02-02 06,4
2013-02-02 07,10
2013-02-02 08,11
2013-02-02 09,17
2013-02-02 10,16
2013-02-02 11,14
2013-02-02 12,38
2013-02-02 13,30
2013-02-02 14,39
2013-02-02 15,27
2013-02-02 16,25
2013-02-02 17,26
2013-02-02 18,26
2013-02-02 19,28
2013-02-02 20,22
2013-02-02 21,25
2013-02-02 22,25
2013-02-02 23,39
2013-02-03 00,38
2013-02-03 01,23
2013-02-03 02,28
2013-02-03 03,15
2013-02-03 04,10
2013-02-03 05,8
2013-02-03 06,3
2013-02-03 07,4
2013-02-03 08,5
2013-02-03 09,7
2013-02-03 10,24
2013-02-03 11,22
2013-02-03 12,15
2013-02-03 13,23
2013-02-03 14,15
2013-02-03 15,24
2013-02-03 16,25
2013-02-03 17,24
2013-02-03 18,30
2013-02-03 19,26
2013-02-03 20,23
2013-02-03 21,16
2013-02-03 22,24
2013-02-03 23,23
2013-02-04 00,9
2013-02-04 01,1
2013-02-04 02,6
2013-02-04 03,3
2013-02-04 04,6
2013-02-04 05,7
2013-02-04 06,10
2013-02-04 07,23
2013-02-04 08,29
2013-02-04 09,14
2013-02-04 10,18
2013-02-04 11,12
2013-02-04 12,25
2013-02-04 13,20
2013-02-04 14,28
2013-02-04 15,29
2013-02-04 16,12
2013-02-04 17,17
2013-02-04 18,31
2013-02-04 19,32
2013-02-04 20,23
2013-02-04 21,31
2013-02-04 22,21
2013-02-04 23,6
2013-02-05 00,10
2013-02-05 01,4
2013-02-05 02,1
2013-02-05 03,3
2013-02-05 04,4
2013-02-05 06,6
2013-02-05 07,22
2013-02-05 08,30
2013-02-05 09,15
2013-02-05 10,27
2013-02-05 11,34
2013-02-05 12,22
2013-02-05 13,19
2013-02-05 14,22
2013-02-05 15,22
2013-02-05 16,22
2013-02-05 17,25
2013-02-05 18,35
2013-02-05 19,16
2013-02-05 20,21
2013-02-05 21,17
2013-02-05 22,18
2013-02-05 23,17
2013-02-06 00,14
2013-02-06 01,6
2013-02-06 02,2
2013-02-06 03,5
2013-02-06 04,2
2013-02-06 05,4
2013-02-06 06,5
2013-02-06 07,24
2013-02-06 08,39
2013-02-06 09,17
2013-02-06 10,24
2013-02-06 11,20
2013-02-06 12,18
2013-02-06 13,12
2013-02-06 14,36
2013-02-06 15,24
2013-02-06 16,15
2013-02-06 17,24
2013-02-06 18,32
2013-02-06 19,34
2013-02-06 20,43
2013-02-06 21,30
2013-02-06 22,29
2013-02-06 23,21
2013-02-07 00,14
2013-02-07 01,8
2013-02-07 02,7
2013-02-07 03,5
2013-02-07 04,3
2013-02-07 06,14
2013-02-07 07,32
2013-02-07 08,26
2013-02-07 09,26
2013-02-07 10,25
2013-02-07 11,23
2013-02-07 12,26
2013-02-07 13,32
2013-02-07 14,29
2013-02-07 15,12
2013-02-07 16,26
2013-02-07 17,25
2013-02-07 18,32
2013-02-07 19,35
2013-02-07 20,24
2013-02-07 21,41
2013-02-07 22,29
2013-02-07 23,23
2013-02-08 00,29
2013-02-08 01,12
2013-02-08 02,7
2013-02-08 03,3
2013-02-08 04,3
2013-02-08 05,9
2013-02-08 06,16
2013-02-08 07,15
2013-02-08 08,24
2013-02-08 09,28
2013-02-08 10,21
2013-02-08 11,16
2013-02-08 12,25
2013-02-08 13,30
2013-02-08 14,28
2013-02-08 15,21
2013-02-08 16,9
2013-02-08 17,15
2013-02-08 18,26
2013-02-08 19,26
2013-02-08 20,8
2013-02-08 21,16
2013-02-08 22,12
2013-02-08 23,9
2013-02-09 00,14
2013-02-09 01,9
2013-02-09 02,6
2013-02-09 03,7
2013-02-09 04,4
2013-02-09 05,2
2013-02-09 07,5
2013-02-09 08,2
2013-02-09 09,9
2013-02-09 10,12
2013-02-09 11,10
2013-02-09 12,10
2013-02-09 13,12
2013-02-09 14,18
2013-02-09 15,20
2013-02-09 16,22
2013-02-09 17,28
2013-02-09 18,28
2013-02-09 19,35
2013-02-09 20,21
2013-02-09 21,22
2013-02-09 22,35
2013-02-09 23,41
2013-02-10 00,28
2013-02-10 01,28
2013-02-10 02,29
2013-02-10 03,18
2013-02-10 04,13
2013-02-10 05,2
2013-02-10 06,4
2013-02-10 07,5
2013-02-10 08,10
2013-02-10 09,14
2013-02-10 10,22
2013-02-10 11,22
2013-02-10 12,25
2013-02-10 13,25
2013-02-10 14,21
2013-02-10 15,23
2013-02-10 16,19
2013-02-10 17,28
2013-02-10 18,18
2013-02-10 19,28
2013-02-10 20,21
2013-02-10 21,16
2013-02-10 22,18
2013-02-10 23,7
2013-02-11 00,9
2013-02-11 01,4
2013-02-11 02,2
2013-02-11 05,7
2013-02-11 06,13
2013-02-11 07,38
2013-02-11 08,18
2013-02-11 09,36
2013-02-11 10,22
2013-02-11 11,25
2013-02-11 12,27
2013-02-11 13,31
2013-02-11 14,16
2013-02-11 15,13
2013-02-11 16,15
2013-02-11 17,30
2013-02-11 18,37
2013-02-11 19,27
2013-02-11 20,25
2013-02-11 21,23
2013-02-11 22,18
2013-02-11 23,23
2013-02-12 00,6
2013-02-12 01,12
2013-02-12 02,1
2013-02-12 03,3
2013-02-12 04,2
2013-02-12 05,1
2013-02-12 06,12
2013-02-12 07,21
2013-02-12 08,27
2013-02-12 09,29
2013-02-12 10,20
2013-02-12 11,29
2013-02-12 12,25
2013-02-12 13,28
2013-02-12 14,30
2013-02-12 15,23
2013-02-12 16,25
2013-02-12 17,30
2013-02-12 18,32
2013-02-12 19,32
2013-02-12 20,22
2013-02-12 21,32
2013-02-12 22,16
2013-02-12 23,29
2013-02-13 00,17
2013-02-13 01,8
2013-02-13 02,6
2013-02-13 03,3
2013-02-13 04,3
2013-02-13 05,5
2013-02-13 06,9
2013-02-13 07,16
2013-02-13 08,24
2013-02-13 09,23
2013-02-13 10,25
2013-02-13 11,13
2013-02-13 12,29
2013-02-13 13,40
2013-02-13 14,31
2013-02-13 15,27
2013-02-13 16,21
2013-02-13 17,32
2013-02-13 18,28
2013-02-13 19,23
2013-02-13 20,40
2013-02-13 21,16
2013-02-13 22,28
2013-02-13 23,22
2013-02-14 00,11
2013-02-14 01,9
2013-02-14 02,4
2013-02-14 03,4
2013-02-14 04,5
2013-02-14 05,5
2013-02-14 06,15
2013-02-14 07,20
2013-02-14 08,23
2013-02-14 09,26
2013-02-14 10,19
2013-02-14 11,22
2013-02-14 12,20
2013-02-14 13,20
2013-02-14 14,24
2013-02-14 15,21
2013-02-14 16,19
2013-02-14 17,25
2013-02-14 18,33
2013-02-14 19,35
2013-02-14 20,20
2013-02-14 21,25
2013-02-14 22,28
2013-02-14 23,21
2013-02-15 00,25
2013-02-15 01,21
2013-02-15 02,10
2013-02-15 03,6
2013-02-15 04,5
2013-02-15 05,6
2013-02-15 06,10
2013-02-15 07,24
2013-02-15 08,33
2013-02-15 09,27
2013-02-15 10,34
2013-02-15 11,20
2013-02-15 12,25
2013-02-15 13,26
2013-02-15 14,27
2013-02-15 15,24
2013-02-15 16,14
2013-02-15 17,20
2013-02-15 18,30
2013-02-15 19,33
2013-02-15 20,38
2013-02-15 21,38
2013-02-15 22,28
2013-02-15 23,36
2013-02-16 00,19
2013-02-16 01,24
2013-02-16 02,18
2013-02-16 03,11
2013-02-16 04,14
2013-02-16 05,7
2013-02-16 06,5
2013-02-16 07,8
2013-02-16 08,11
2013-02-16 09,13
2013-02-16 10,23
2013-02-16 11,15
2013-02-16 12,19
2013-02-16 13,23
2013-02-16 14,31
2013-02-16 15,25
2013-02-16 16,16
2013-02-16 17,22
2013-02-16 18,35
2013-02-16 19,30
2013-02-16 20,28
2013-02-16 21,34
2013-02-16 22,26
2013-02-16 23,18
2013-02-17 00,27
2013-02-17 01,27
2013-02-17 02,24
2013-02-17 03,19
2013-02-17 04,13
2013-02-17 05,7
2013-02-17 06,4
2013-02-17 07,5
2013-02-17 08,6
2013-02-17 09,13
2013-02-17 10,19
2013-02-17 11,21
2013-02-17 12,26
2013-02-17 13,32
2013-02-17 14,21
2013-02-17 15,22
2013-02-17 16,24
2013-02-17 17,16
2013-02-17 18,16
2013-02-17 19,27
2013-02-17 20,16
2013-02-17 21,23
2013-02-17 22,28
2013-02-17 23,15
2013-02-18 00,15
2013-02-18 01,10
2013-02-18 02,6
2013-02-18 03,7
2013-02-18 04,3
2013-02-18 05,3
2013-02-18 06,4
2013-02-18 07,10
2013-02-18 08,14
2013-02-18 09,14
2013-02-18 10,30
2013-02-18 11,12
2013-02-18 12,28
2013-02-18 13,14
2013-02-18 14,21
2013-02-18 15,33
2013-02-18 16,20
2013-02-18 17,21
2013-02-18 18,27
2013-02-18 19,26
2013-02-18 20,25
2013-02-18 21,17
2013-02-18 22,24
2013-02-18 23,13
2013-02-19 00,7
2013-02-19 01,2
2013-02-19 02,7
2013-02-19 03,3
2013-02-19 04,3
2013-02-19 05,6
2013-02-19 06,12
2013-02-19 07,17
2013-02-19 08,21
2013-02-19 09,24
2013-02-19 10,17
2013-02-19 11,12
2013-02-19 12,23
2013-02-19 13,28
2013-02-19 14,20
2013-02-19 15,24
2013-02-19 16,14
2013-02-19 17,26
2013-02-19 18,32
2013-02-19 19,32
2013-02-19 20,30
2013-02-19 21,18
2013-02-19 22,28
2013-02-19 23,23
2013-02-20 00,10
2013-02-20 01,3
2013-02-20 02,4
2013-02-20 03,2
2013-02-20 04,2
2013-02-20 05,2
2013-02-20 06,9
2013-02-20 07,18
2013-02-20 08,26
2013-02-20 09,17
2013-02-20 10,18
2013-02-20 11,13
2013-02-20 12,35
2013-02-20 13,16
2013-02-20 14,20
2013-02-20 15,13
2013-02-20 16,26
2013-02-20 17,31
2013-02-20 18,43
2013-02-20 19,41
2013-02-20 20,34
2013-02-20 21,38
2013-02-20 22,30
2013-02-20 23,24
2013-02-21 00,15
2013-02-21 01,10
2013-02-21 02,1
2013-02-21 03,4
2013-02-21 04,2
2013-02-21 05,4
2013-02-21 06,11
2013-02-21 07,28
2013-02-21 08,22
2013-02-21 09,23
2013-02-21 10,27
2013-02-21 11,21
2013-02-21 12,23
2013-02-21 13,23
2013-02-21 14,19
2013-02-21 15,35
2013-02-21 16,27
2013-02-21 17,22
2013-02-21 18,26
2013-02-21 19,34
2013-02-21 20,45
2013-02-21 21,27
2013-02-21 22,33
2013-02-21 23,27
2013-02-22 00,18
2013-02-22 01,18
2013-02-22 02,7
2013-02-22 03,1
2013-02-22 04,2
2013-02-22 05,5
2013-02-22 06,14
2013-02-22 07,23
2013-02-22 08,24
2013-02-22 09,26
2013-02-22 10,21
2013-02-22 11,19
2013-02-22 12,22
2013-02-22 13,26
2013-02-22 14,38
2013-02-22 15,20
2013-02-22 16,23
2013-02-22 17,25
2013-02-22 18,39
2013-02-22 19,35
2013-02-22 20,29
2013-02-22 21,29
2013-02-22 22,43
2013-02-22 23,38
2013-02-23 00,24
2013-02-23 01,27
2013-02-23 02,20
2013-02-23 03,11
2013-02-23 04,9
2013-02-23 05,7
2013-02-23 06,4
2013-02-23 07,9
2013-02-23 08,8
2013-02-23 09,17
2013-02-23 10,21
2013-02-23 11,21
2013-02-23 12,26
2013-02-23 13,28
2013-02-23 14,14
2013-02-23 15,20
2013-02-23 16,25
2013-02-23 17,34
2013-02-23 18,27
2013-02-23 19,31
2013-02-23 20,22
2013-02-23 21,23
2013-02-23 22,27
2013-02-23 23,46
2013-02-24 00,43
2013-02-24 01,30
2013-02-24 02,19
2013-02-24 03,23
2013-02-24 04,11
2013-02-24 05,7
2013-02-24 06,3
2013-02-24 07,5
2013-02-24 08,8
2013-02-24 09,20
2013-02-24 10,21
2013-02-24 11,21
2013-02-24 12,16
2013-02-24 13,25
2013-02-24 14,16
2013-02-24 15,26
2013-02-24 16,20
2013-02-24 17,26
2013-02-24 18,40
2013-02-24 19,33
2013-02-24 20,15
2013-02-24 21,18
2013-02-24 22,14
2013-02-24 23,8
2013-02-25 00,15
2013-02-25 01,8
2013-02-25 02,4
2013-02-25 03,5
2013-02-25 04,3
2013-02-25 05,4
2013-02-25 06,9
2013-02-25 07,15
2013-02-25 08,20
2013-02-25 09,29
2013-02-25 10,15
2013-02-25 11,26
2013-02-25 12,22
2013-02-25 13,22
2013-02-25 14,16
2013-02-25 15,24
2013-02-25 16,20
2013-02-25 17,18
2013-02-25 18,24
2013-02-25 19,27
2013-02-25 20,31
2013-02-25 21,30
2013-02-25 22,19
2013-02-25 23,15
2013-02-26 00,3
2013-02-26 01,7
2013-02-26 02,6
2013-02-26 03,1
2013-02-26 04,1
2013-02-26 05,1
2013-02-26 06,13
2013-02-26 07,22
2013-02-26 08,32
2013-02-26 09,20
2013-02-26 10,20
2013-02-26 11,18
2013-02-26 12,19
2013-02-26 13,29
2013-02-26 14,25
2013-02-26 15,12
2013-02-26 16,16
2013-02-26 17,22
2013-02-26 18,41
2013-02-26 19,24
2013-02-26 20,26
2013-02-26 21,22
2013-02-26 22,32
2013-02-26 23,26
2013-02-27 00,15
2013-02-27 01,6
2013-02-27 02,2
2013-02-27 03,1
2013-02-27 05,3
2013-02-27 06,10
2013-02-27 07,16
2013-02-27 08,27
2013-02-27 09,25
2013-02-27 10,30
2013-02-27 11,27
2013-02-27 12,24
2013-02-27 13,29
2013-02-27 14,24
2013-02-27 15,19
2013-02-27 16,18
2013-02-27 17,27
2013-02-27 18,36
2013-02-27 19,23
2013-02-27 20,31
2013-02-27 21,29
2013-02-27 22,38
2013-02-27 23,25
2013-02-28 00,11
2013-02-28 01,11
2013-02-28 02,6
2013-02-28 03,2
2013-02-28 04,2
2013-02-28 05,4
2013-02-28 06,10
2013-02-28 07,27
2013-02-28 08,24
2013-02-28 09,26
2013-02-28 10,25
2013-02-28 11,21
2013-02-28 12,26
2013-02-28 13,23
2013-02-28 14,33
2013-02-28 15,12
2013-02-28 16,16
2013-02-28 17,28
2013-02-28 18,35
2013-02-28 19,32
2013-02-28 20,23
2013-02-28 21,29
2013-02-28 22,30
2013-02-28 23,32
2013-03-01 00,24
2013-03-01 01,12
2013-03-01 02,10
2013-03-01 03,6
2013-03-01 04,2
2013-03-01 05,6
2013-03-01 06,13
2013-03-01 07,16
2013-03-01 08,34
2013-03-01 09,46
2013-03-01 10,22
2013-03-01 11,21
2013-03-01 12,18
2013-03-01 13,24
2013-03-01 14,20
2013-03-01 15,16
2013-03-01 16,22
2013-03-01 17,26
2013-03-01 18,27
2013-03-01 19,31
2013-03-01 20,39
2013-03-01 21,43
2013-03-01 22,37
2013-03-01 23,32
2013-03-02 00,23
2013-03-02 01,27
2013-03-02 02,23
2013-03-02 03,9
2013-03-02 04,12
2013-03-02 05,4
2013-03-02 06,2
2013-03-02 07,4
2013-03-02 08,10
2013-03-02 09,26
2013-03-02 10,24
2013-03-02 11,28
2013-03-02 12,20
2013-03-02 13,27
2013-03-02 14,27
2013-03-02 15,25
2013-03-02 16,13
2013-03-02 17,44
2013-03-02 18,29
2013-03-02 19,34
2013-03-02 20,28
2013-03-02 21,26
2013-03-02 22,28
2013-03-02 23,32
2013-03-03 00,39
2013-03-03 01,30
2013-03-03 02,26
2013-03-03 03,27
2013-03-03 04,2
2013-03-03 05,6
2013-03-03 06,6
2013-03-03 07,4
2013-03-03 08,6
2013-03-03 09,17
2013-03-03 10,25
2013-03-03 11,11
2013-03-03 12,29
2013-03-03 13,19
2013-03-03 14,27
2013-03-03 15,19
2013-03-03 16,24
2013-03-03 17,14
2013-03-03 18,28
2013-03-03 19,20
2013-03-03 20,16
2013-03-03 21,23
2013-03-03 22,13
2013-03-03 23,7
2013-03-04 00,8
2013-03-04 01,6
2013-03-04 02,2
2013-03-04 03,2
2013-03-04 05,4
2013-03-04 06,8
2013-03-04 07,14
2013-03-04 08,31
2013-03-04 09,20
2013-03-04 10,20
2013-03-04 11,18
2013-03-04 12,16
2013-03-04 13,24
2013-03-04 14,13
2013-03-04 15,18
2013-03-04 16,26
2013-03-04 17,31
2013-03-04 18,28
2013-03-04 19,26
2013-03-04 20,34
2013-03-04 21,26
2013-03-04 22,21
2013-03-04 23,20
2013-03-05 00,10
2013-03-05 01,6
2013-03-05 02,3
2013-03-05 03,5
2013-03-05 04,4
2013-03-05 05,7
2013-03-05 06,11
2013-03-05 07,24
2013-03-05 08,29
2013-03-05 09,25
2013-03-05 10,23
2013-03-05 11,26
2013-03-05 12,29
2013-03-05 13,26
2013-03-05 14,32
2013-03-05 15,19
2013-03-05 16,29
2013-03-05 17,23
2013-03-05 18,35
2013-03-05 19,26
2013-03-05 20,31
2013-03-05 21,34
2013-03-05 22,17
2013-03-05 23,12
2013-03-06 00,12
2013-03-06 01,8
2013-03-06 02,2
2013-03-06 03,2
2013-03-06 04,7
2013-03-06 05,3
2013-03-06 06,13
2013-03-06 07,25
2013-03-06 08,29
2013-03-06 09,30
2013-03-06 10,34
2013-03-06 11,21
2013-03-06 12,29
2013-03-06 13,26
2013-03-06 14,27
2013-03-06 15,14
2013-03-06 16,27
2013-03-06 17,27
2013-03-06 18,34
2013-03-06 19,34
2013-03-06 20,38
2013-03-06 21,23
2013-03-06 22,15
2013-03-06 23,32
2013-03-07 00,19
2013-03-07 01,4
2013-03-07 02,7
2013-03-07 03,2
2013-03-07 04,1
2013-03-07 05,3
2013-03-07 06,11
2013-03-07 07,24
2013-03-07 08,26
2013-03-07 09,24
2013-03-07 10,24
2013-03-07 11,29
2013-03-07 12,23
2013-03-07 13,28
2013-03-07 14,26
2013-03-07 15,23
2013-03-07 16,12
2013-03-07 17,22
2013-03-07 18,29
2013-03-07 19,32
2013-03-07 20,44
2013-03-07 21,32
2013-03-07 22,22
2013-03-07 23,36
2013-03-08 00,17
2013-03-08 01,5
2013-03-08 02,12
2013-03-08 03,6
2013-03-08 04,2
2013-03-08 05,5
2013-03-08 06,8
2013-03-08 07,16
2013-03-08 08,28
2013-03-08 09,23
2013-03-08 10,21
2013-03-08 11,20
2013-03-08 12,22
2013-03-08 13,25
2013-03-08 14,28
2013-03-08 15,32
2013-03-08 16,18
2013-03-08 17,29
2013-03-08 18,24
2013-03-08 19,33
2013-03-08 20,30
2013-03-08 21,26
2013-03-08 22,28
2013-03-08 23,21
2013-03-09 00,26
2013-03-09 01,24
2013-03-09 02,25
2013-03-09 03,14
2013-03-09 04,14
2013-03-09 05,4
2013-03-09 06,4
2013-03-09 07,8
2013-03-09 08,16
2013-03-09 09,8
2013-03-09 10,16
2013-03-09 11,19
2013-03-09 12,29
2013-03-09 13,20
2013-03-09 14,25
2013-03-09 15,26
2013-03-09 16,21
2013-03-09 17,23
2013-03-09 18,40
2013-03-09 19,31
2013-03-09 20,21
2013-03-09 21,34
2013-03-09 22,27
2013-03-09 23,22
2013-03-10 00,31
2013-03-10 01,15
2013-03-10 03,22
2013-03-10 04,19
2013-03-10 05,7
2013-03-10 06,4
2013-03-10 07,5
2013-03-10 08,4
2013-03-10 09,15
2013-03-10 10,16
2013-03-10 11,29
2013-03-10 12,24
2013-03-10 13,27
2013-03-10 14,26
2013-03-10 15,32
2013-03-10 16,25
2013-03-10 17,34
2013-03-10 18,24
2013-03-10 19,40
2013-03-10 20,25
2013-03-10 21,17
2013-03-10 22,20
2013-03-10 23,18
2013-03-11 00,7
2013-03-11 01,5
2013-03-11 02,4
2013-03-11 03,1
2013-03-11 04,3
2013-03-11 05,5
2013-03-11 06,11
2013-03-11 07,23
2013-03-11 08,21
2013-03-11 09,27
2013-03-11 10,26
2013-03-11 11,14
2013-03-11 12,24
2013-03-11 13,9
2013-03-11 14,16
2013-03-11 15,25
2013-03-11 16,17
2013-03-11 17,33
2013-03-11 18,26
2013-03-11 19,31
2013-03-11 20,19
2013-03-11 21,23
2013-03-11 22,27
2013-03-11 23,18
2013-03-12 00,14
2013-03-12 01,4
2013-03-12 02,1
2013-03-12 03,1
2013-03-12 04,2
2013-03-12 05,2
2013-03-12 06,12
2013-03-12 07,19
2013-03-12 08,19
2013-03-12 09,18
2013-03-12 10,24
2013-03-12 11,27
2013-03-12 12,30
2013-03-12 13,20
2013-03-12 14,31
2013-03-12 15,21
2013-03-12 16,17
2013-03-12 17,19
2013-03-12 18,21
2013-03-12 19,26
2013-03-12 20,35
2013-03-12 21,28
2013-03-12 22,18
2013-03-12 23,18
2013-03-13 00,15
2013-03-13 01,7
2013-03-13 02,6
2013-03-13 03,4
2013-03-13 04,5
2013-03-13 05,6
2013-03-13 06,12
2013-03-13 07,29
2013-03-13 08,16
2013-03-13 09,27
2013-03-13 10,23
2013-03-13 11,18
2013-03-13 12,29
2013-03-13 13,16
2013-03-13 14,21
2013-03-13 15,28
2013-03-13 16,20
2013-03-13 17,21
2013-03-13 18,41
2013-03-13 19,21
2013-03-13 20,33
2013-03-13 21,32
2013-03-13 22,24
2013-03-13 23,13
2013-03-14 00,9
2013-03-14 01,8
2013-03-14 02,8
2013-03-14 03,1
2013-03-14 04,4
2013-03-14 05,4
2013-03-14 06,13
2013-03-14 07,25
2013-03-14 08,26
2013-03-14 09,23
2013-03-14 10,19
2013-03-14 11,24
2013-03-14 12,18
2013-03-14 13,25
2013-03-14 14,24
2013-03-14 15,27
2013-03-14 16,13
2013-03-14 17,32
2013-03-14 18,28
2013-03-14 19,27
2013-03-14 20,41
2013-03-14 21,33
2013-03-14 22,25
2013-03-14 23,33
2013-03-15 00,21
2013-03-15 01,12
2013-03-15 02,9
2013-03-15 03,11
2013-03-15 04,1
2013-03-15 05,2
2013-03-15 06,12
2013-03-15 07,25
2013-03-15 08,26
2013-03-15 09,24
2013-03-15 10,20
2013-03-15 11,28
2013-03-15 12,14
2013-03-15 13,14
2013-03-15 14,15
2013-03-15 15,25
2013-03-15 16,22
2013-03-15 17,11
2013-03-15 18,28
2013-03-15 19,24
2013-03-15 20,24
2013-03-15 21,44
2013-03-15 22,27
2013-03-15 23,28
2013-03-16 00,37
2013-03-16 01,25
2013-03-16 02,20
2013-03-16 03,22
2013-03-16 04,3
2013-03-16 05,6
2013-03-16 06,4
2013-03-16 07,8
2013-03-16 08,11
2013-03-16 09,16
2013-03-16 10,21
2013-03-16 11,28
2013-03-16 12,22
2013-03-16 13,21
2013-03-16 14,24
2013-03-16 15,15
2013-03-16 16,15
2013-03-16 17,22
2013-03-16 18,34
2013-03-16 19,40
2013-03-16 20,33
2013-03-16 21,33
2013-03-16 22,23
2013-03-16 23,37
2013-03-17 00,32
2013-03-17 01,27
2013-03-17 02,19
2013-03-17 03,23
2013-03-17 04,15
2013-03-17 05,10
2013-03-17 06,9
2013-03-17 07,6
2013-03-17 08,8
